Id,SalePrice
1461,120399.72962978587
1462,161313.36130157567
1463,181835.35431900504
1464,195394.07208445173
1465,193843.10228612376
1466,171671.04578716602
1467,174661.04561239865
1468,165883.5913893315
1469,187617.7499972811
1470,123748.38205443126
1471,191018.8843617778
1472,96389.30945313997
1473,96757.05426007818
1474,147129.19619761923
1475,113066.5042285994
1476,368544.5594776757
1477,252611.60318789168
1478,289276.8850841038
1479,292148.7805713853
1480,491240.3574253151
1481,339998.90699550573
1482,216137.54032879724
1483,175826.1959860258
1484,162568.95246113354
1485,184421.6754268227
1486,194710.56061235562
1487,339744.4107772716
1488,236099.9474197195
1489,193802.127472338
1490,239109.47426628886
1491,190036.10196031025
1492,92513.28325572704
1493,176427.93015506366
1494,292038.08715514484
1495,290881.82284440554
1496,230951.159927191
1497,178289.51974048544
1498,163318.3208438855
1499,159644.3442905961
1500,156653.83144765368
1501,176702.64271131463
1502,146600.12566138277
1503,282814.8484001452
1504,244960.1233778435
1505,230636.41854826314
1506,192568.53066754944
1507,242858.1692190715
1508,195387.60782601684
1509,164413.62646787276
1510,143529.3856949096
1511,149717.6714086354
1512,173254.19576887175
1513,138045.8401051889
1514,151218.56246338572
1515,192694.06191742298
1516,151370.82699934675
1517,165963.71280651592
1518,131571.98438383566
1519,212741.41331881154
1520,133162.01487584846
1521,133364.77822723615
1522,174563.66565371805
1523,112257.06055954014
1524,126996.53308780205
1525,120356.40353550432
1526,108712.26937531393
1527,105625.6435467797
1528,141639.5867931639
1529,151746.27020144035
1530,180489.3164125984
1531,106273.3519482595
1532,96514.85278781413
1533,149383.712673935
1534,125436.68346982224
1535,155805.80644496626
1536,108004.72511802298
1537,63552.45026573104
1538,151359.74129277735
1539,195237.169379777
1540,91017.9244157629
1541,142807.43797022421
1542,140157.21570034546
1543,197621.1518400412
1544,83797.29672577223
1545,109205.74731126697
1546,129279.33747772904
1547,130220.96866926234
1548,135591.99037944298
1549,118414.84175729992
1550,131811.01737862173
1551,109539.42412796589
1552,136124.06612155086
1553,149287.79417214592
1554,116626.20737991919
1555,169108.01881044844
1556,85869.21426946254
1557,100533.13261299633
1558,95428.06813283077
1559,76451.49987658636
1560,131946.7075453269
1561,122186.00351362536
1562,127492.0873310393
1563,118236.8101225754
1564,160229.80168920022
1565,141610.7700753875
1566,249320.76064871516
1567,73646.38127881518
1568,237037.5228369041
1569,133441.02075856435
1570,143328.26661696646
1571,125178.59032917523
1572,146807.10463537383
1573,250097.3086160637
1574,120101.985837534
1575,228461.4975572134
1576,234178.07645680883
1577,181386.86629380245
1578,139726.58936139886
1579,148444.97837320602
1580,196233.07413798402
1581,154030.70007757697
1582,124797.3798149411
1583,301642.5039878176
1584,219524.83938448198
1585,138199.9433447512
1586,65916.31840793401
1587,99239.94262759446
1588,156555.5075416091
1589,92648.52248348945
1590,136139.88282423888
1591,96881.69278654478
1592,116850.25244372402
1593,119396.20797943033
1594,121598.92802873702
1595,108487.27755782727
1596,229713.2569995994
1597,194961.78386315558
1598,222814.04007093003
1599,167961.15940239272
1600,161360.80793220716
1601,62048.298904458126
1602,109096.81054924036
1603,81909.59217615287
1604,273514.0577623944
1605,239224.69969434946
1606,170356.04860240404
1607,175478.97648126117
1608,214920.67785146378
1609,183470.91389232257
1610,155809.3125470543
1611,138018.6155055558
1612,166470.2381616445
1613,163649.41009045526
1614,127068.22684626261
1615,94337.79063567196
1616,79136.19736362461
1617,92122.26319657346
1618,125550.1719231092
1619,138504.6037783706
1620,156186.4958446173
1621,139119.6188317348
1622,140654.70917918146
1623,266859.5972060513
1624,211138.91305996076
1625,115845.36718976464
1626,162211.34688493557
1627,192429.35784098704
1628,269152.2531998836
1629,180011.71563869732
1630,357064.95699347573
1631,228712.47652684784
1632,246653.65736599118
1633,171023.01000209298
1634,186315.98258784035
1635,174793.82888910195
1636,151067.3868790675
1637,194272.47660981302
1638,183354.31818842283
1639,178525.10789310004
1640,255838.01057844248
1641,179793.5095766234
1642,238971.99920916226
1643,222622.82539013933
1644,236329.03471162717
1645,201224.63168330345
1646,159254.30819978763
1647,157048.68489182196
1648,129659.71056930802
1649,143497.13495434867
1650,110793.91671176645
1651,123176.32627191616
1652,98243.24935864678
1653,100670.46705859045
1654,143880.90725808498
1655,136542.5679119055
1656,139911.41491086246
1657,145686.99413533363
1658,140856.06407689987
1659,116010.36956938622
1660,150343.71963392865
1661,453114.05332954414
1662,406117.7741046554
1663,390980.417245232
1664,500526.1759390949
1665,305764.3789999876
1666,342491.46010920865
1667,395078.28604657296
1668,343170.57706236496
1669,305079.48919306096
1670,352340.76990502747
1671,275826.7334841168
1672,431042.66351651866
1673,295047.2536333385
1674,247846.80953781406
1675,199189.3011027101
1676,198136.2715576573
1677,225634.6520887103
1678,455454.9785931399
1679,400463.5037751547
1680,338406.02432434884
1681,248867.36188028802
1682,322781.5010224233
1683,185857.93095538285
1684,175311.19395820412
1685,171700.71102741512
1686,166655.7615221503
1687,168207.69476289477
1688,189353.0263493414
1689,194974.72929706384
1690,197027.03934892366
1691,186414.81499469347
1692,259491.10895097756
1693,172644.86096490736
1694,185799.7904126474
1695,162573.31873959972
1696,268239.2103726594
1697,170754.54963589166
1698,355369.83927678433
1699,313309.60193977645
1700,255956.1473410426
1701,271682.1189970982
1702,247641.93334066492
1703,245544.95582706746
1704,287167.4432837472
1705,242855.31999347918
1706,443649.54956144496
1707,209647.25855481008
1708,203235.73095140973
1709,261420.2609456037
1710,220722.89311543567
1711,267083.7785104435
1712,255642.29524546282
1713,271759.9195289448
1714,225755.0703274079
1715,208631.30945422765
1716,181727.77293741747
1717,176479.0427472694
1718,132805.8417176304
1719,204640.31074585044
1720,235266.92588476566
1721,166208.14790654
1722,128711.9048856549
1723,158144.12176900852
1724,197372.94533666293
1725,232478.3519428312
1726,184136.62836048927
1727,151574.826376464
1728,179151.76001123094
1729,166476.58541406595
1730,155293.5873788071
1731,116662.45170595248
1732,127074.43659049978
1733,113814.19040057062
1734,117767.37972952132
1735,129765.88510820923
1736,107082.09595470788
1737,310061.81590599864
1738,245205.4703566772
1739,242620.4275540865
1740,211169.63436255517
1741,186727.00494638277
1742,171361.58402223038
1743,176092.73839228964
1744,315626.1013468634
1745,216222.27730907104
1746,185874.1116591907
1747,218745.43884602326
1748,222970.55773512842
1749,144433.5426929514
1750,123761.7506152973
1751,242452.62705566295
1752,116278.08811146175
1753,148149.7739725892
1754,192064.0233167361
1755,165787.532080962
1756,126780.0153789474
1757,120446.58837932571
1758,147136.71754562735
1759,162645.68046435475
1760,163032.9219605381
1761,139510.93456052747
1762,176564.6880614868
1763,180315.74909805137
1764,113990.20348351667
1765,171712.01746082358
1766,186770.21580090476
1767,217492.17198256246
1768,145907.88464169877
1769,169097.94170005235
1770,150244.43190541986
1771,116352.50575015924
1772,135872.69206952027
1773,123253.6674037606
1774,140267.39028754583
1775,142433.93745518647
1776,124577.00281635442
1777,106283.23208357538
1778,140103.180236731
1779,116295.15720625258
1780,183406.79020866862
1781,128694.85575937972
1782,83779.60064096723
1783,144045.197221644
1784,106539.36654017202
1785,122196.15207116501
1786,130899.1662443224
1787,160508.82682989596
1788,56734.29444064726
1789,97285.92953568709
1790,75884.02516529607
1791,178956.77821811402
1792,159803.12274239355
1793,128298.53057075331
1794,150542.8927067976
1795,138503.11188548786
1796,126957.80824969546
1797,110111.26300363532
1798,119231.03398262244
1799,110707.21247759444
1800,128961.75163030134
1801,131842.46063060974
1802,131710.71183072217
1803,146964.43020232336
1804,141512.39744714735
1805,138409.54700652123
1806,128673.5839844159
1807,131496.10924390767
1808,123726.71771517898
1809,122047.25942813657
1810,135996.40488298354
1811,87885.45300951405
1812,96148.73272943508
1813,125673.66860510585
1814,87733.00703510818
1815,54042.72517756327
1816,95813.09673233752
1817,105600.16586144666
1818,151507.13173044144
1819,127099.76976235922
1820,61497.02793731625
1821,107364.57863433452
1822,149805.8224669798
1823,47718.365031837486
1824,125868.80308429852
1825,136605.2123324791
1826,105009.20153808019
1827,98706.0262676415
1828,132710.8768315785
1829,113837.67321865533
1830,143685.54631656734
1831,144669.82766263458
1832,74644.15826269463
1833,133994.17764659252
1834,122533.10864679137
1835,125251.88199678155
1836,122757.74608563207
1837,81106.23261346252
1838,129222.40066320449
1839,92753.63830352532
1840,141851.35592384767
1841,139362.18857216198
1842,85092.21289189182
1843,123832.56858806702
1844,135341.82852198536
1845,139642.0513496681
1846,148360.240599886
1847,174321.36017647706
1848,51461.00891830311
1849,108030.62949938915
1850,117410.57639370563
1851,161384.56852744956
1852,125193.12959250803
1853,126766.02597824812
1854,163511.5766876175
1855,146101.11115171463
1856,219402.1717584922
1857,148322.8826816342
1858,131709.98901000823
1859,116448.14241728919
1860,144832.49337972782
1861,115826.13105277461
1862,289655.1189877276
1863,273533.1856940683
1864,273653.71321227436
1865,332397.2444086726
1866,325345.9024731155
1867,221659.6929784706
1868,293687.59492030647
1869,204465.2137511433
1870,219453.89221402575
1871,247047.66238320785
1872,170423.24537399918
1873,245206.24615427427
1874,152877.82168070844
1875,204935.1119920311
1876,197710.70910115435
1877,211326.92193638557
1878,200226.55935083763
1879,128875.00326108755
1880,133590.798732397
1881,243572.6030612712
1882,245802.88270270554
1883,187325.31201509468
1884,207398.1119628463
1885,243096.59344944073
1886,292474.67016306426
1887,209495.1003415613
1888,261197.7255629761
1889,166560.45105924137
1890,122799.16712400613
1891,139581.2535321987
1892,98250.74407040635
1893,131453.05467073614
1894,127064.84458595628
1895,139961.05093728518
1896,127122.76520943033
1897,109874.83219770444
1898,113461.01187236131
1899,163014.65224301955
1900,155337.4801392527
1901,165345.85495306848
1902,155180.30434521934
1903,217929.71160239587
1904,135725.56586094035
1905,204511.97722159582
1906,155043.78026162248
1907,215260.11506191318
1908,108433.3824366352
1909,129576.78745809673
1910,118802.36725886486
1911,213711.66425238008
1912,335818.87633444904
1913,145521.90399284704
1914,64053.846172686644
1915,308144.3169568169
1916,65305.08002890902
1917,248779.86113741045
1918,140168.4462534851
1919,180170.03187009663
1920,153946.87438748707
1921,396785.42113870615
1922,315447.25924551557
1923,227639.38200959144
1924,234490.60654326595
1925,201228.98054552433
1926,386883.46673834167
1927,138270.49148034106
1928,148066.74522940052
1929,126294.04825784716
1930,130447.6408991201
1931,143134.01956263036
1932,144885.58307162434
1933,183606.52816543297
1934,182169.23612586033
1935,167828.29049627678
1936,197293.34983788684
1937,182368.79573660376
1938,168585.46111310113
1939,253198.43881315325
1940,187827.12120178522
1941,171551.63400040314
1942,181258.62685653547
1943,212673.735154761
1944,359176.90862029255
1945,387781.38133054366
1946,140436.5601051834
1947,315035.86836719187
1948,170863.2989694858
1949,242707.93271904043
1950,186329.30734155598
1951,252015.44583300926
1952,210759.21075308791
1953,164196.5945259131
1954,182275.3221574556
1955,141716.4470969584
1956,291411.2152864727
1957,151364.96612461735
1958,293991.1336053465
1959,145794.35891913236
1960,113710.68900109439
1961,116867.56012433433
1962,96860.4436682136
1963,104896.40990220058
1964,107864.9842128385
1965,144737.4594007548
1966,134364.86871777367
1967,298078.1695786987
1968,437533.3183419474
1969,399421.2855207687
1970,427996.9077912824
1971,463972.78313992504
1972,376340.39822612016
1973,277543.0991440536
1974,335395.1618736412
1975,519160.336253097
1976,276418.92704030074
1977,362961.8977195241
1978,373351.06968568556
1979,328286.78367928276
1980,207904.5581952153
1981,351066.4071836632
